display_title,line_text,url,brand,model,variant,mileage,transmisi,power,engine,door,seats,fuel_type,color,year,province,area
2011 Infiniti M37 3.7 Sedan,I am interested in your car on Mobil123.com - 2011 Infiniti M37 3.7 Sedan (Rp 325.000.000). https://www.mobil123.com/dijual/infiniti-m37-dki-jakarta-kebayoran-lama/10563330.,https://www.mobil123.com/dijual/infiniti-m37-dki-jakarta-kebayoran-lama/10563330,Infiniti,M37,,52500,Automatic,330,3696 cc,4,5,Pertamax,Putih,2011,DKI Jakarta,Kebayoran Lama
2011 Infiniti FX50 5.0 SUV,I am interested in your car on Mobil123.com - 2011 Infiniti FX50 SUV (Rp 395.000.000). https://www.mobil123.com/dijual/infiniti-fx50-dki-jakarta-menteng/10402122.,https://www.mobil123.com/dijual/infiniti-fx50-dki-jakarta-menteng/10402122,Infiniti,FX50,,57500,Automatic,390,5026 cc,5,5,Pertamax,Abu-abu,2011,DKI Jakarta,Menteng
2011 Infiniti FX50 5.0 SUV,I am interested in your car on Mobil123.com - 2011 Infiniti FX50 5.0 S51 SUV (Rp 450.000.000). https://www.mobil123.com/dijual/infiniti-fx50-dki-jakarta-mangga-dua/9992927.,https://www.mobil123.com/dijual/infiniti-fx50-dki-jakarta-mangga-dua/9992927,Infiniti,FX50,,77500,Automatic,390,5026 cc,5,5,Pertamax,Hitam,2011,DKI Jakarta,Mangga Dua
