spec_id,brand,model,variant,transmisi,power,engine,door,seats,fuel_type,color
DH14S109,Daihatsu,Xenia,Xi DELUXE,Manual,91,1298 cc,5,7,Pertamax,Silver
DH14S110,Daihatsu,Xenia,Xi FAMILY,Manual,91,1298 cc,5,7,Pertamax,Abu-abu
DH14S111,Daihatsu,Xenia,Xi SPORTY,Manual,91,1298 cc,5,7,Pertamax,Hijau
DH14S112,Daihatsu,Xenia,Xi SPORTY,Manual,91,1298 cc,5,7,Pertamax,Hitam
DH14S113,Daihatsu,Xenia,Xi SPORTY,Manual,91,1298 cc,5,7,Pertamax,Marun
DH15S01,Daihatsu,YRV,Deluxe,Automatic,89,1298 cc,5,5,Pertamax,Silver
DH16S01,Daihatsu,Zebra,STD,Manual,80,1498 cc,2,3,Pertamax,Hitam
DH16S02,Daihatsu,Zebra,ZSX,Manual,80,1498 cc,5,7,Pertamax,Silver
DH16S03,Daihatsu,Zebra,,Manual,74,1295 cc,2,3,Pertamax,Hitam
DH16S04,Daihatsu,Zebra,,Manual,96,1298 cc,4,7,Pertamax,Abu-abu
DH16S05,Daihatsu,Zebra,,Manual,107,1300 cc,5,7,Pertamax,Merah
DH16S06,Daihatsu,Zebra,,Manual,107,996 cc,4,7,Pertamax,Silver
DT01S01,Datsun,Cross,,Manual,67,1198 cc,5,7,Pertamax,Emas
DT01S02,Datsun,Cross,,Automatic,76,1198 cc,5,7,Pertamax,Kuning
DT01S03,Datsun,Cross,,Automatic,76,1198 cc,5,7,Pertamax,Silver
DT02S01,Datsun,GO,A,Manual,67,1198 cc,5,5,Pertamax,Abu-abu
DT02S02,Datsun,GO,D,Manual,67,1198 cc,5,5,Pertamax,Putih
DT02S03,Datsun,GO,T,Manual,67,1198 cc,5,5,Pertamax,Abu-abu
DT02S04,Datsun,GO,T,Manual,67,1198 cc,5,5,Pertamax,Coklat
DT02S05,Datsun,GO,T,Manual,67,1198 cc,5,5,Pertamax,Hijau
DT02S06,Datsun,GO,T,Manual,67,1198 cc,5,5,Pertamax,Putih
DT02S07,Datsun,GO,T,Manual,67,1198 cc,5,5,Pertamax,Silver
DT02S08,Datsun,GO,T,Automatic,77,1198 cc,5,5,Pertamax,Merah
DT02S09,Datsun,GO,T-Active,Manual,67,1198 cc,5,5,Pertamax,Abu-abu
DT02S10,Datsun,GO,T-Active,Manual,67,1198 cc,5,5,Pertamax,Hijau
DT02S11,Datsun,GO,T-Active,Manual,67,1198 cc,5,5,Pertamax,Putih
DT02S12,Datsun,GO,T-Active,Manual,67,1198 cc,5,5,Pertamax,Silver
DT03S01,Datsun,GO+,A,Manual,67,1198 cc,5,7,Pertamax,Abu-abu
DT03S02,Datsun,GO+,A-OPTION,Manual,67,1198 cc,5,7,Pertamax,Putih
DT03S03,Datsun,GO+,T,Manual,67,1198 cc,5,7,Pertamax,Abu-abu
DT03S04,Datsun,GO+,T,Manual,67,1198 cc,5,7,Pertamax,Hitam
DT03S05,Datsun,GO+,T,Manual,67,1198 cc,5,7,Pertamax,Putih
DT03S06,Datsun,GO+,T,Manual,67,1198 cc,5,7,Pertamax,Silver
DT03S07,Datsun,GO+,T-OPTION,Manual,67,1198 cc,5,7,Pertamax,Abu-abu
DT03S08,Datsun,GO+,T-OPTION,Manual,67,1198 cc,5,7,Pertamax,Hitam
DT03S09,Datsun,GO+,T-OPTION,Manual,67,1198 cc,5,7,Pertamax,Putih
DT03S10,Datsun,GO+,T-OPTION,Manual,67,1198 cc,5,7,Pertamax,Silver
DT03S11,Datsun,GO+,T-STYLE,Manual,67,1198 cc,5,7,Pertamax,Putih
DF01S01,DFSK,Glory 560,Type L,Automatic,148,1498 cc,5,7,Pertamax,Hitam
DF01S02,DFSK,Glory 560,Type L,Automatic,148,1498 cc,5,7,Pertamax,Marun
DF01S03,DFSK,Glory 580,Comfort,Manual,137,1798 cc,5,7,Pertamax,Putih
DF01S04,DFSK,Glory 580,Luxury,Automatic,148,1498 cc,5,7,Pertamax,Hitam
DF01S05,DFSK,Glory 580,Luxury,Manual,148,1498 cc,5,7,Pertamax,Hitam
DF02S01,DFSK,Glory i-Auto,,Automatic,148,1498 cc,5,7,Pertamax,Putih
DF03S01,DFSK,Super Cab,,Manual,101,1500 cc,2,3,Pertamax,Hitam
DF03S02,DFSK,Super Cab,,Manual,101,1500 cc,2,3,Pertamax,Putih
DF04S01,Dodge,D-100,,Manual,173,3770 cc,2,2,Pertamax,Merah
DD01S01,Dodge,Journey,SXT,Automatic,173,2360 cc,5,7,Pertamax,Hitam
DD01S02,Dodge,Journey,SXT,Automatic,173,2360 cc,5,7,Pertamax,Putih
DD01S03,Dodge,Journey,SXT,Automatic,173,2360 cc,5,7,Pertamax,Silver
DD01S04,Dodge,Journey,SXT Luxury,Automatic,173,2360 cc,5,7,Pertamax,Hitam
DD01S05,Dodge,Journey,SXT Luxury SXT Luxury,Automatic,173,2360 cc,5,7,Pertamax,Putih
DD01S06,Dodge,Journey,SXT Platinum,Automatic,173,2360 cc,5,7,Pertamax,Abu-abu
DD01S07,Dodge,Journey,SXT Platinum,Automatic,173,2360 cc,5,7,Pertamax,Hitam
DD01S08,Dodge,Journey,SXT Platinum,Automatic,173,2360 cc,5,7,Pertamax,Putih
DD01S09,Dodge,Journey,SXT Platinum,Automatic,173,2360 cc,5,7,Pertamax,Silver
FR01S01,Ferrari,360,Modena F1,Automatic,394,3586 cc,2,2,Pertamax,Hitam
FR02S01,Ferrari,458,Italia,Automatic,562,4499 cc,2,2,Pertamax,Merah
FR02S02,Ferrari,458,Italia,Automatic,562,4499 cc,2,2,Pertamax,Putih
FR02S03,Ferrari,458,Spider,Automatic,562,4499 cc,2,2,Pertamax,Kuning
FR02S04,Ferrari,458,Spider,Automatic,562,4499 cc,2,2,Pertamax,Merah
FR03S01,Ferrari,488 GTB,,Automatic,660,3902 cc,2,2,Pertamax,Kuning
FR04S01,Ferrari,488 Pista,,Automatic,711,3902 cc,2,2,Pertamax,Abu-abu
FR04S02,Ferrari,488 Pista,,Automatic,711,3902 cc,2,2,Pertamax,Merah
FR05S01,Ferrari,488 Spider,,Automatic,660,3902 cc,2,2,Pertamax,Hitam
FR05S02,Ferrari,488 Spider,,Automatic,660,3902 cc,2,2,Pertamax,Kuning
FR05S03,Ferrari,488 Spider,,Automatic,660,3902 cc,2,2,Pertamax,Merah
FR06S01,Ferrari,599,GTO,Automatic,671,5999 cc,2,2,Pertamax,Merah
FR07S01,Ferrari,California,California,Automatic,483,4297 cc,2,4,Pertamax,Kuning
FR07S02,Ferrari,California,California,Automatic,483,4297 cc,2,4,Pertamax,Merah
FR07S03,Ferrari,California,California,Automatic,483,4297 cc,2,4,Pertamax,Putih
FR07S04,Ferrari,California,California T,Automatic,553,3855 cc,2,4,Pertamax,Kuning
FR07S05,Ferrari,California,California T,Automatic,553,3855 cc,2,4,Pertamax,Merah
FR08S01,Ferrari,F12berlinetta,V12,Automatic,731,6262 cc,2,2,Pertamax,Kuning
FR09S01,Ferrari,F430,,Automatic,483,4308 cc,2,2,Pertamax,Emas
FR09S02,Ferrari,F430,,Automatic,483,4308 cc,2,2,Pertamax,Kuning
FR09S03,Ferrari,F430,,Automatic,483,4308 cc,2,2,Pertamax,Merah
FR10S01,Ferrari,GTC4Lusso T,,Automatic,601,3855 cc,3,4,Pertamax,Kuning
FR10S02,Ferrari,GTC4Lusso T,,Automatic,601,3855 cc,3,4,Pertamax,Putih
FI01S01,Fiat,500,Lounge,Automatic,101,1368 cc,3,4,Pertamax,Coklat
FI01S02,Fiat,500,Lounge,Automatic,101,1368 cc,3,4,Pertamax,Hitam
FI01S03,Fiat,500,Lounge,Automatic,101,1368 cc,3,4,Pertamax,Merah
FI01S04,Fiat,500,Lounge,Automatic,101,1368 cc,3,4,Pertamax,Putih
FI01S05,Fiat,500,Pop,Automatic,101,1368 cc,3,4,Pertamax,Hitam
FI02S01,Fiat,500C,Lounge,Automatic,101,1368 cc,2,4,Pertamax,Hitam
FI02S02,Fiat,500C,Lounge,Automatic,101,1368 cc,2,4,Pertamax,Kuning
FI02S03,Fiat,500C,Lounge,Automatic,101,1368 cc,2,4,Pertamax,Merah
FI02S04,Fiat,500C,Lounge,Automatic,101,1368 cc,2,4,Pertamax,Putih
FD01S01,Ford,EcoSport,Titanium,Automatic,108,1499 cc,5,5,Pertamax,Abu-abu
FD01S02,Ford,EcoSport,Titanium,Automatic,108,1499 cc,5,5,Pertamax,Biru
FD01S03,Ford,EcoSport,Titanium,Automatic,108,1499 cc,5,5,Pertamax,Coklat
FD01S04,Ford,EcoSport,Titanium,Automatic,108,1499 cc,5,5,Pertamax,Hitam
FD01S05,Ford,EcoSport,Titanium,Automatic,108,1499 cc,5,5,Pertamax,Lainnya
FD01S06,Ford,EcoSport,Titanium,Automatic,108,1499 cc,5,5,Pertamax,Merah
FD01S07,Ford,EcoSport,Titanium,Manual,108,1499 cc,5,5,Pertamax,Merah
FD01S08,Ford,EcoSport,Titanium,Manual,108,1499 cc,5,5,Pertamax,Orange
FD01S09,Ford,EcoSport,Titanium,Automatic,108,1499 cc,5,5,Pertamax,Orange
FD01S10,Ford,EcoSport,Titanium,Automatic,108,1499 cc,5,5,Pertamax,Putih
FD01S11,Ford,EcoSport,Titanium,Automatic,108,1499 cc,5,5,Pertamax,Silver
FD01S12,Ford,EcoSport,Trend,Automatic,108,1499 cc,5,5,Pertamax,Coklat
FD01S13,Ford,EcoSport,Trend,Automatic,108,1499 cc,5,5,Pertamax,Hitam
FD01S14,Ford,EcoSport,Trend,Automatic,108,1499 cc,5,5,Pertamax,Putih
FD01S15,Ford,EcoSport,Trend,Automatic,108,1499 cc,5,5,Pertamax,Silver
FD02S01,Ford,Escape,4x2,Manual,127,1989 cc,5,5,Pertamax,Coklat
FD02S02,Ford,Escape,4x2,Manual,127,1989 cc,5,5,Pertamax,Hijau
FD02S03,Ford,Escape,4x2 XLT,Automatic,155,2261 cc,5,5,Pertamax,Hitam
FD02S04,Ford,Escape,Limited 4x2,Automatic,155,2261 cc,5,5,Pertamax,Hitam
FD02S05,Ford,Escape,Limited 4x2,Automatic,155,2261 cc,5,5,Pertamax,Putih
FD02S06,Ford,Escape,XLS 4x2,Automatic,155,2261 cc,5,5,Pertamax,Hitam
FD02S07,Ford,Escape,XLT 4x2,Automatic,155,2261 cc,5,5,Pertamax,Hijau
FD02S08,Ford,Escape,XLT 4x2,Automatic,155,2261 cc,5,5,Pertamax,Hitam
FD02S09,Ford,Escape,XLT 4x2,Automatic,155,2261 cc,5,5,Pertamax,Silver
FD02S10,Ford,Escape,XLT 4x2,Automatic,197,2967 cc,5,5,Pertamax,Hitam
FD02S11,Ford,Escape,XLT 4x2,Automatic,197,2967 cc,5,5,Pertamax,Lainnya
FD03S01,Ford,Everest,10-S 10-S 10-S,Manual,141,2499 cc,5,10,Solar,Putih
FD03S02,Ford,Everest,LTD,Automatic,141,2499 cc,5,7,Solar,Hitam
FD03S03,Ford,Everest,LTD,Automatic,141,2499 cc,5,7,Solar,Putih
FD03S04,Ford,Everest,LTD,Automatic,141,2499 cc,5,7,Solar,Silver
FD03S05,Ford,Everest,LTD LTD,Automatic,141,2499 cc,5,7,Solar,Hitam
FD03S06,Ford,Everest,LTD LTD LTD,Automatic,141,2499 cc,5,7,Solar,Putih
FD03S07,Ford,Everest,Titanium Plus,Automatic,158,2198 cc,5,7,Solar,Hitam
FD03S08,Ford,Everest,Trend,Automatic,158,2198 cc,5,7,Solar,Merah
FD03S09,Ford,Everest,XLT,Manual,108,2499 cc,5,7,Solar,Hitam
FD03S10,Ford,Everest,XLT,Automatic,108,2499 cc,5,7,Solar,Hitam
FD03S11,Ford,Everest,XLT,Automatic,141,2499 cc,5,7,Solar,Hitam
FD03S12,Ford,Everest,XLT,Manual,141,2499 cc,5,7,Solar,Silver
FD03S13,Ford,Everest,XLT,Automatic,141,2499 cc,5,7,Solar,Silver
FD03S14,Ford,Everest,XLT XLT XLT,Automatic,141,2499 cc,5,7,Solar,Hitam
FD03S15,Ford,Everest,XLT XLT XLT,Automatic,141,2499 cc,5,7,Solar,Putih
FD04S01,Ford,Fiesta,EcoBoost S,Automatic,123,998 cc,5,5,Pertamax,Hitam
FD04S02,Ford,Fiesta,EcoBoost S,Automatic,123,998 cc,5,5,Pertamax,Merah
FD04S03,Ford,Fiesta,EcoBoost S,Automatic,123,998 cc,5,5,Pertamax,Orange
FD04S04,Ford,Fiesta,EcoBoost S,Automatic,123,998 cc,5,5,Pertamax,Silver
FD04S05,Ford,Fiesta,Sport,Automatic,110,1498 cc,5,5,Pertamax,Abu-abu
FD04S06,Ford,Fiesta,Sport,Automatic,110,1498 cc,5,5,Pertamax,Biru
FD04S07,Ford,Fiesta,Sport,Automatic,110,1498 cc,5,5,Pertamax,Hitam
FD04S08,Ford,Fiesta,Sport,Manual,110,1498 cc,5,5,Pertamax,Merah
FD04S09,Ford,Fiesta,Sport,Automatic,110,1498 cc,5,5,Pertamax,Merah
FD04S10,Ford,Fiesta,Sport,Automatic,110,1498 cc,5,5,Pertamax,Putih
FD04S11,Ford,Fiesta,Sport,Automatic,110,1498 cc,5,5,Pertamax,Silver
FD04S12,Ford,Fiesta,Sport,Automatic,118,1596 cc,4,5,Pertamax,Abu-abu
FD04S13,Ford,Fiesta,Sport,Automatic,118,1596 cc,4,5,Pertamax,Biru
FD04S14,Ford,Fiesta,Sport,Automatic,118,1596 cc,4,5,Pertamax,Putih
FD04S15,Ford,Fiesta,Sport,Automatic,118,1596 cc,4,5,Pertamax,Silver
FD04S16,Ford,Fiesta,Sport,Automatic,118,1596 cc,4,5,Pertamax,Ungu
FD04S17,Ford,Fiesta,Sport,Automatic,118,1596 cc,5,5,Pertamax,Abu-abu
FD04S18,Ford,Fiesta,Sport,Automatic,118,1596 cc,5,5,Pertamax,Biru
FD04S19,Ford,Fiesta,Sport,Automatic,118,1596 cc,5,5,Pertamax,Marun
FD04S20,Ford,Fiesta,Sport,Automatic,118,1596 cc,5,5,Pertamax,Merah
FD04S21,Ford,Fiesta,Sport,Automatic,118,1596 cc,5,5,Pertamax,Putih
FD04S22,Ford,Fiesta,Sport,Automatic,118,1596 cc,5,5,Pertamax,Ungu
FD04S23,Ford,Fiesta,Sport+,Automatic,118,1596 cc,5,5,Pertamax,Hitam
FD04S24,Ford,Fiesta,Style,Manual,94,1388 cc,5,5,Pertamax,Putih
FD04S25,Ford,Fiesta,Titanium,Automatic,123,998 cc,4,5,Pertamax,Hitam
FD04S26,Ford,Fiesta,Trend,Manual,94,1388 cc,4,5,Pertamax,Abu-abu
FD04S27,Ford,Fiesta,Trend,Manual,94,1388 cc,4,5,Pertamax,Putih
FD04S28,Ford,Fiesta,Trend,Automatic,94,1388 cc,5,5,Pertamax,Hitam
FD04S29,Ford,Fiesta,Trend,Automatic,94,1388 cc,5,5,Pertamax,Merah
FD04S30,Ford,Fiesta,Trend,Automatic,94,1388 cc,5,5,Pertamax,Putih
FD04S31,Ford,Fiesta,Trend,Manual,94,1388 cc,5,5,Pertamax,Putih
FD04S32,Ford,Fiesta,Trend,Automatic,94,1388 cc,5,5,Pertamax,Ungu
FD04S33,Ford,Fiesta,Trend,Automatic,110,1498 cc,5,5,Pertamax,Hitam
FD04S34,Ford,Fiesta,Trend,Manual,110,1498 cc,5,5,Pertamax,Merah
FD04S35,Ford,Fiesta,Trend,Automatic,110,1498 cc,5,5,Pertamax,Putih
FD05S01,Ford,Focus,Sport,Automatic,168,1999 cc,5,5,Pertamax,Merah
FD05S02,Ford,Focus,Sport,Automatic,168,1999 cc,5,5,Pertamax,Putih
FD05S03,Ford,Focus,Sporty,Automatic,143,1999 cc,5,5,Pertamax,Silver
FD06S01,Ford,Laser,1.6 Manual,Manual,155,1600 cc,4,4,Premium,Biru
FD06S02,Ford,Laser,,Manual,127,1300 cc,4,5,Pertamax,Biru
FD06S03,Ford,Laser,,Manual,200,1300 cc,4,5,Pertamax,Biru
FD07S01,Ford,Mustang,GT,Automatic,460,5038 cc,2,4,Pertamax,Abu-abu
FD07S02,Ford,Mustang,GT,Automatic,460,5038 cc,2,4,Pertamax,Biru
FD07S03,Ford,Mustang,GT,Automatic,460,5038 cc,2,4,Pertamax,Hijau
FD07S04,Ford,Mustang,GT,Automatic,460,5038 cc,2,4,Pertamax,Putih
FD07S05,Ford,Mustang,High Performance,Automatic,330,2261 cc,2,4,Pertamax,Abu-abu
FD07S06,Ford,Mustang,High Performance,Automatic,330,2261 cc,2,4,Pertamax,Biru
FD07S07,Ford,Mustang,,Automatic,300,2261 cc,2,4,Pertamax,Biru
FD07S08,Ford,Mustang,,Automatic,312,2261 cc,2,4,Pertamax,Merah
FD07S09,Ford,Mustang,,Automatic,312,2261 cc,2,4,Pertamax,Putih
FD08S01,Ford,Ranger,Base,Manual,107,2499 cc,2,2,Solar,Hitam
FD08S02,Ford,Ranger,Base,Manual,125,2198 cc,2,2,Solar,Putih
FD08S03,Ford,Ranger,Base,Manual,125,2198 cc,4,5,Solar,Silver
FD08S04,Ford,Ranger,Base Plus,Manual,125,2198 cc,4,5,Solar,Hitam
FD08S05,Ford,Ranger,Base Plus,Manual,125,2198 cc,4,5,Solar,Putih
FD08S06,Ford,Ranger,Hi-Rider XLT,Manual,141,2499 cc,4,5,Solar,Hitam
FD08S07,Ford,Ranger,Hi-Rider XLT,Manual,141,2499 cc,4,5,Solar,Putih
FD08S08,Ford,Ranger,STD,Manual,107,2499 cc,4,5,Solar,Silver
FD08S09,Ford,Ranger,WildTrak,Automatic,150,2198 cc,4,5,Solar,Hitam
FD08S10,Ford,Ranger,WildTrak,Automatic,150,2198 cc,4,5,Solar,Orange
FD08S11,Ford,Ranger,XLS,Manual,150,2198 cc,4,5,Solar,Putih
FD08S12,Ford,Ranger,XLS+,Manual,150,2198 cc,4,5,Solar,Hitam
FD08S13,Ford,Ranger,XLS+,Manual,150,2198 cc,4,5,Solar,Merah
FD08S14,Ford,Ranger,XLS+,Manual,150,2198 cc,4,5,Solar,Putih
FD08S15,Ford,Ranger,XLT,Manual,141,2499 cc,4,5,Solar,Abu-abu
FD08S16,Ford,Ranger,XLT,Manual,141,2499 cc,4,5,Solar,Silver
FD08S17,Ford,Ranger,XLT,Manual,150,2198 cc,4,5,Solar,Biru
FD08S18,Ford,Ranger,XLT,Manual,200,3198 cc,4,5,Solar,Hitam
FD08S19,Ford,Ranger,XLT,Manual,200,3198 cc,4,5,Solar,Putih
FD08S20,Ford,Ranger,,Manual,92,2892 cc,2,2,Solar,Merah
GE01S01,Geely,LC,GL Panda,Manual,84,1342 cc,5,5,Pertamax,Kuning
HI01S01,Hino,Dutro,110 SD,Manual,107,4009 cc,2,2,Diesel,Hijau
HI01S02,Hino,Dutro,110 SD,Manual,107,4009 cc,2,2,Solar,Hijau
HI01S03,Hino,Dutro,110 SDL,Manual,107,4009 cc,2,2,Diesel,Hijau
HI01S04,Hino,Dutro,130 HD,Manual,71,4009 cc,2,2,Diesel,Hijau
HI01S05,Hino,Dutro,130 HD,Manual,107,4009 cc,2,2,Diesel,Hijau
HI01S06,Hino,Dutro,300 Series,Manual,71,4009 cc,2,3,Solar,Hijau
HI01S07,Hino,Dutro,300 Series,Manual,107,4009 cc,2,3,Solar,Hijau
HI01S08,Hino,Dutro,4,Manual,71,4000 cc,2,2,Solar,Hijau
HI01S09,Hino,Dutro,4,Manual,107,4009 cc,2,2,Solar,Hijau
HI01S10,Hino,Dutro,4,Manual,107,4009 cc,2,2,Solar,Putih
HI01S11,Hino,Dutro,4.0 Manual,Manual,71,4000 cc,2,2,Solar,Hijau
HI01S12,Hino,Dutro,4.0 Manual,Manual,107,4000 cc,2,2,Solar,Hijau
HI01S13,Hino,Dutro,4.0 Manual,Manual,107,4000 cc,2,2,Solar,Putih
HI01S14,Hino,Dutro,Truck,Manual,71,4009 cc,2,3,Diesel,Hijau
HI01S15,Hino,Dutro,Truck,Manual,71,4009 cc,2,2,Diesel,Hijau
HI01S16,Hino,Dutro,Truck,Manual,71,4009 cc,2,2,Diesel,Putih
HI01S17,Hino,Dutro,Truck,Manual,107,4009 cc,2,3,Diesel,Hijau
HI01S18,Hino,Dutro,Truck,Manual,107,4009 cc,2,2,Diesel,Hijau
HI01S19,Hino,Dutro,Truck,Manual,107,4009 cc,2,2,Diesel,Putih
HI01S20,Hino,Dutro,,Manual,71,4009 cc,2,2,Solar,Hijau
HI01S21,Hino,Dutro,,Manual,107,4009 cc,2,2,Solar,Hijau
HI02S01,Hino,FG Series,7.7,Manual,71,7684 cc,2,2,Diesel,Putih
HI02S02,Hino,FG Series,,Manual,71,7684 cc,2,2,Solar,Putih
HI03S01,Hino,FM SERIES,,Manual,107,10520 cc,2,2,Solar,Hijau
HI04S01,Hino,Ranger,7.7,Manual,107,7684 cc,2,2,Diesel,Hijau
HO01S01,Honda,Accord,VTi,Automatic,160,2354 cc,4,5,Pertamax,Hitam
HO01S02,Honda,Accord,VTi,Automatic,174,2356 cc,4,5,Pertamax,Putih
HO01S03,Honda,Accord,VTi,Automatic,177,2354 cc,4,5,Pertamax,Abu-abu
HO01S04,Honda,Accord,VTi,Automatic,177,2354 cc,4,5,Pertamax,Hitam
HO01S05,Honda,Accord,VTi,Automatic,177,2354 cc,4,5,Pertamax,Putih
HO01S06,Honda,Accord,VTi,Automatic,177,2354 cc,4,5,Pertamax,Silver
HO01S07,Honda,Accord,VTi-L,Manual,168,2354 cc,4,5,Pertamax,Hitam
HO01S08,Honda,Accord,VTi-L,Automatic,168,2354 cc,4,5,Pertamax,Hitam
HO01S09,Honda,Accord,VTi-L,Automatic,168,2354 cc,4,5,Pertamax,Silver
HO01S10,Honda,Accord,VTi-L,Automatic,174,2356 cc,4,5,Pertamax,Abu-abu
HO01S11,Honda,Accord,VTi-L,Automatic,174,2356 cc,4,5,Pertamax,Hitam
HO01S12,Honda,Accord,VTi-L,Automatic,174,2356 cc,4,5,Pertamax,Putih
HO01S13,Honda,Accord,VTi-L,Automatic,174,2356 cc,4,5,Pertamax,Silver
HO01S14,Honda,Accord,VTi-L,Automatic,177,2354 cc,4,5,Pertamax,Abu-abu
HO01S15,Honda,Accord,VTi-L,Automatic,177,2354 cc,4,5,Pertamax,Hitam
HO01S16,Honda,Accord,VTi-L,Automatic,177,2354 cc,4,5,Pertamax,Putih
HO01S17,Honda,Accord,VTi-L,Automatic,177,2354 cc,4,5,Pertamax,Silver
HO01S18,Honda,Accord,VTi-L ES,Automatic,174,2356 cc,4,5,Pertamax,Hitam
HO01S19,Honda,Accord,,Manual,116,2000 cc,4,5,Pertamax,Merah
HO01S20,Honda,Accord,,Manual,118,2000 cc,4,5,Pertamax,Hijau
HO01S21,Honda,Accord,,Manual,177,2200 cc,4,5,Pertamax,Abu-abu
HO01S22,Honda,Accord,,Automatic,187,1498 cc,4,5,Pertamax,Hitam
HO01S23,Honda,Accord,,Automatic,187,1498 cc,4,5,Pertamax,Putih
HO02S01,Honda,BR-V,E,Automatic,118,1497 cc,5,7,Pertamax,Abu-abu
HO02S02,Honda,BR-V,E,Manual,118,1497 cc,5,7,Pertamax,Abu-abu
HO02S03,Honda,BR-V,E,Manual,118,1497 cc,5,7,Pertamax,Hitam
HO02S04,Honda,BR-V,E,Automatic,118,1497 cc,5,7,Pertamax,Hitam
HO02S05,Honda,BR-V,E,Automatic,118,1497 cc,5,7,Pertamax,Marun
HO02S06,Honda,BR-V,E,Manual,118,1497 cc,5,7,Pertamax,Marun
HO02S07,Honda,BR-V,E,Manual,118,1497 cc,5,7,Pertamax,Merah
HO02S08,Honda,BR-V,E,Automatic,118,1497 cc,5,7,Pertamax,Merah
HO02S09,Honda,BR-V,E,Automatic,118,1497 cc,5,7,Pertamax,Putih
HO02S10,Honda,BR-V,E,Manual,118,1497 cc,5,7,Pertamax,Putih
HO02S11,Honda,BR-V,E,Manual,118,1497 cc,5,7,Pertamax,Silver
HO02S12,Honda,BR-V,E,Automatic,118,1497 cc,5,7,Pertamax,Silver
HO02S13,Honda,BR-V,E,Automatic,119,1498 cc,5,7,Pertamax,Hitam
HO02S14,Honda,BR-V,E Prestige,Automatic,118,1497 cc,5,7,Pertamax,Abu-abu
HO02S15,Honda,BR-V,E Prestige,Automatic,118,1497 cc,5,7,Pertamax,Coklat
HO02S16,Honda,BR-V,E Prestige,Automatic,118,1497 cc,5,7,Pertamax,Hijau
HO02S17,Honda,BR-V,E Prestige,Automatic,118,1497 cc,5,7,Pertamax,Hitam
HO02S18,Honda,BR-V,E Prestige,Automatic,118,1497 cc,5,7,Pertamax,Merah
HO02S19,Honda,BR-V,E Prestige,Automatic,118,1497 cc,5,7,Pertamax,Orange
HO02S20,Honda,BR-V,E Prestige,Automatic,118,1497 cc,5,7,Pertamax,Putih
HO02S21,Honda,BR-V,E Prestige,Automatic,118,1497 cc,5,7,Pertamax,Silver
HO02S22,Honda,BR-V,Prestige,Automatic,118,1497 cc,5,7,Pertamax,Abu-abu
HO02S23,Honda,BR-V,Prestige,Automatic,118,1497 cc,5,7,Pertamax,Hijau
HO02S24,Honda,BR-V,Prestige,Automatic,118,1497 cc,5,7,Pertamax,Putih
HO02S25,Honda,BR-V,Prestige,Automatic,119,1498 cc,5,7,Pertamax,Putih
HO02S26,Honda,BR-V,Prestige Honda Sensing,Automatic,119,1498 cc,5,7,Pertamax,Putih
HO02S27,Honda,BR-V,S,Manual,118,1497 cc,5,7,Pertamax,Merah
HO02S28,Honda,BR-V,S,Manual,118,1497 cc,5,7,Pertamax,Putih
HO03S01,Honda,Brio,E,Automatic,87,1198 cc,5,5,Pertamax,Abu-abu
HO03S02,Honda,Brio,E,Automatic,87,1198 cc,5,5,Pertamax,Hitam
HO03S03,Honda,Brio,E,Automatic,87,1198 cc,5,5,Pertamax,Merah
HO03S04,Honda,Brio,E,Automatic,87,1198 cc,5,5,Pertamax,Orange
HO03S05,Honda,Brio,E,Automatic,87,1198 cc,5,5,Pertamax,Putih
HO03S06,Honda,Brio,E,Automatic,87,1198 cc,5,5,Pertamax,Silver
HO03S07,Honda,Brio,E,Automatic,99,1339 cc,5,5,Pertamax,Hitam
HO03S08,Honda,Brio,E,Automatic,99,1339 cc,5,5,Pertamax,Putih
HO03S09,Honda,Brio,E,Automatic,99,1339 cc,5,5,Pertamax,Silver
HO03S10,Honda,Brio,E Satya,Automatic,89,1199 cc,5,5,Pertamax,Abu-abu
HO03S11,Honda,Brio,E Satya,Manual,89,1199 cc,5,5,Pertamax,Abu-abu
HO03S12,Honda,Brio,E Satya,Manual,89,1199 cc,5,5,Pertamax,Hitam
HO03S13,Honda,Brio,E Satya,Automatic,89,1199 cc,5,5,Pertamax,Hitam
HO03S14,Honda,Brio,E Satya,Automatic,89,1199 cc,5,5,Pertamax,Kuning
HO03S15,Honda,Brio,E Satya,Manual,89,1199 cc,5,5,Pertamax,Merah
HO03S16,Honda,Brio,E Satya,Automatic,89,1199 cc,5,5,Pertamax,Merah
HO03S17,Honda,Brio,E Satya,Automatic,89,1199 cc,5,5,Pertamax,Putih
HO03S18,Honda,Brio,E Satya,Manual,89,1199 cc,5,5,Pertamax,Putih
HO03S19,Honda,Brio,E Satya,Automatic,89,1199 cc,5,5,Pertamax,Silver
HO03S20,Honda,Brio,RS,Manual,89,1199 cc,5,5,Pertamax,Abu-abu
HO03S21,Honda,Brio,RS,Automatic,89,1199 cc,5,5,Pertamax,Abu-abu
HO03S22,Honda,Brio,RS,Automatic,89,1199 cc,5,5,Pertamax,Biru
HO03S23,Honda,Brio,RS,Automatic,89,1199 cc,5,5,Pertamax,Emas
HO03S24,Honda,Brio,RS,Automatic,89,1199 cc,5,5,Pertamax,Hitam
HO03S25,Honda,Brio,RS,Manual,89,1199 cc,5,5,Pertamax,Hitam
