display_title,line_text,url,brand,model,variant,mileage,transmisi,power,engine,door,seats,fuel_type,color,year,province,area
2012 KIA Picanto 1.2 SE 3 Hatchback,I am interested in your car on Mobil123.com - 2012 KIA Picanto SE 3 Hatchback (Rp 84.000.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-timur-kedungkandang/10314465.,https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-timur-kedungkandang/10314465,KIA,Picanto,SE 3,97500,Manual,86,1248 cc,5,5,Pertamax,Putih,2012,Jawa Timur,Kedungkandang
2013 KIA Rio 1.4 Hatchback,I am interested in your car on Mobil123.com - 2013 KIA Rio 1.4 Hatchback (Rp 110.000.000). https://www.mobil123.com/dijual/kia-rio-jawa-barat-astanaanyar/10305385.,https://www.mobil123.com/dijual/kia-rio-jawa-barat-astanaanyar/10305385,KIA,Rio,,82500,Manual,106,1396 cc,5,5,Pertamax,Abu-abu,2013,Jawa Barat,Astanaanyar
2012 KIA Picanto 1.2 SE 3 Hatchback,I am interested in your car on Mobil123.com - 2012 KIA Picanto 1.2 SE 3 Hatchback (Rp 87.500.000). https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-timur-kediri/10304404.,https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-timur-kediri/10304404,KIA,Picanto,SE 3,53000,Manual,86,1248 cc,5,5,Pertamax,Abu-abu,2012,Jawa Timur,Kediri
2013 KIA Rio 1.4 Hatchback,I am interested in your car on Mobil123.com - 2013 KIA Rio 1.4 Hatchback (Rp 115.000.000). https://www.mobil123.com/dijual/kia-rio-yogyakarta-sleman/10286882.,https://www.mobil123.com/dijual/kia-rio-yogyakarta-sleman/10286882,KIA,Rio,,102500,Manual,106,1396 cc,5,5,Pertamax,Hitam,2013,Yogyakarta,Sleman
2007 KIA Carens 1.8 MPV,I am interested in your car on Mobil123.com - 2007 KIA Carens 1.8 MPV (Rp 55.000.000). https://www.mobil123.com/dijual/kia-carens-sulawesi-utara-malalayang/10272485.,https://www.mobil123.com/dijual/kia-carens-sulawesi-utara-malalayang/10272485,KIA,Carens,,132553,Manual,128,1794 cc,5,7,Pertamax,Biru,2007,Sulawesi Utara,Malalayang
2011 KIA Picanto 1.1 SE Hatchback,I am interested in your car on Mobil123.com - 2011 KIA Picanto 1.1 SE Hatchback dp 6 jt. (Rp 75.000.000). https://www.mobil123.com/dijual/kia-picanto-se-jawa-barat-bkr-kembar/10277977.,https://www.mobil123.com/dijual/kia-picanto-se-jawa-barat-bkr-kembar/10277977,KIA,Picanto,SE,102500,Manual,64,1086 cc,5,5,Pertamax,Abu-abu,2011,Jawa Barat,BKR Kembar
2013 KIA Sorento 2.4 SUV,I am interested in your car on Mobil123.com - 2013 KIA Sorento 2.4 XM SUV (Rp 225.000.000). https://www.mobil123.com/dijual/kia-sorento-dki-jakarta-kalibata/10205549.,https://www.mobil123.com/dijual/kia-sorento-dki-jakarta-kalibata/10205549,KIA,Sorento,,48600,Automatic,174,2359 cc,5,7,Pertamax,Abu-abu,2013,DKI Jakarta,Kalibata
2003 KIA Visto 1.0 Hatchback,I am interested in your car on Mobil123.com - 2003 KIA Visto 999 Hatchback (Rp 40.500.000). https://www.mobil123.com/dijual/kia-visto-dki-jakarta-pulo-gadung/10264510.,https://www.mobil123.com/dijual/kia-visto-dki-jakarta-pulo-gadung/10264510,KIA,Visto,,122500,Manual,54,999 cc,5,5,Pertamax,Coklat,2003,DKI Jakarta,Pulo Gadung
2014 KIA Morning 1.0 LX Hatchback,I am interested in your car on Mobil123.com - 2014 KIA Morning 1.0 LX Hatchback (Rp 95.000.000). https://www.mobil123.com/dijual/kia-morning-lx-yogyakarta-sleman/10257743.,https://www.mobil123.com/dijual/kia-morning-lx-yogyakarta-sleman/10257743,KIA,Morning,LX,97500,Manual,68,998 cc,5,5,Pertamax,Kuning,2014,Yogyakarta,Sleman
2017 KIA Grand Sedona 3.3 Ultimate MPV,I am interested in your car on Mobil123.com - 2017 KIA Grand Sedona 3.3 Ultimate MPV (Rp 349.000.000). https://www.mobil123.com/dijual/kia-grand-sedona-ultimate-dki-jakarta-bintaro/10070053.,https://www.mobil123.com/dijual/kia-grand-sedona-ultimate-dki-jakarta-bintaro/10070053,KIA,Grand Sedona,Ultimate,37500,Automatic,266,3342 cc,5,8,Pertamax,Hitam,2017,DKI Jakarta,Bintaro
